Battery Pack Voltage (V),Battery Current (A),Battery Capacity (Kwh),Internal Resistance (ohm),Voc,SoC (%),Full Charge Battery Capacity (kwh),SoH (%),Available Energy (kwh),Power Drawn (W),Power (kW),Charge Current Capacity (Ah),Duration (hrs),Remainig Energy (kwh),Range150 (km),Speed (km/hr),Range145 (km),Speed (km/hr),Range140 (km),Speed (km/hr)
54.1,22.18,1.199938,0.13755796,57.15103555,91.87702241,3.183216,91.87702242,2.900091279,1199.938,1.199938,54.4,2.452660054,1.102467305,150,61.15808824,145,59.11948529,140,57.08088235
54.1,22.18,1.199938,0.130498534,56.99445748,91.10570186,3.183216,91.10570188,2.877334263,1199.938,1.199938,54.4,2.452660054,1.093211937,150,61.15808824,145,59.11948529,140,57.08088235
54.1,21.83,1.181003,0.186889819,58.17980474,96.94485095,3.183216,96.94485096,2.924644078,1181.003,1.181003,54.4,2.491983509,1.144921598,150,60.19301471,145,58.18658088,140,56.18014706
54.1,22.18,1.199938,0.130498534,56.99445748,91.10570186,3.183216,91.10570188,2.800559105,1199.938,1.199938,54.4,2.452660054,1.093211937,150,61.15808824,145,59.11948529,140,57.08088235
53.65,21.85,1.1722525,0.061538462,54.99461538,81.25426298,3.183216,81.25426298,2.576207759,1172.2525,1.1722525,54.4,2.489702517,0.952505129,150,60.24816176,145,58.23988971,140,56.23161765
54.1,21.85,1.182085,0.130882353,56.95977941,90.93487395,3.183216,90.93487395,2.85784218,1182.085,1.182085,54.4,2.489702517,1.074927505,150,60.24816176,145,58.23988971,140,56.23161765
53.65,21.83,1.1711795,0.061366806,54.98963738,81.22974078,3.183216,81.22974077,2.600039498,1171.1795,1.1711795,54.4,2.491983509,0.951346072,150,60.19301471,145,58.18658088,140,56.18014706
54.1,21.85,1.182085,0.124475524,56.81979021,90.24527197,3.183216,90.24527198,2.900091279,1182.085,1.182085,54.4,2.489702517,1.066775823,150,60.24816176,145,58.23988971,140,56.23161765
54.1,21.85,1.182085,0.124475524,56.81979021,90.24527197,3.183216,90.24527198,2.926560321,1182.085,1.182085,54.4,2.489702517,1.066775823,150,60.24816176,145,58.23988971,140,56.23161765
54.1,22.18,1.199938,0.130690162,56.99870778,91.12663932,3.183216,91.12663932,2.585718105,1199.938,1.199938,54.4,2.452660054,1.093463173,150,61.15808824,145,59.11948529,140,57.08088235
54.1,22.2,1.20102,0.137984496,57.16325581,91.93722076,3.183216,91.93722075,2.871123007,1201.02,1.20102,54.4,2.45045045,1.104184409,150,61.21323529,145,59.17279412,140,57.13235294
54.1,22.18,1.199938,0.13755796,57.15103555,91.87702241,3.183216,91.87702242,2.902507696,1199.938,1.199938,54.4,2.452660054,1.102467305,150,61.15808824,145,59.11948529,140,57.08088235
54.1,21.85,1.182085,0.118508655,56.68941411,89.60302519,3.183216,89.60302518,2.924644078,1182.085,1.182085,54.4,2.489702517,1.05918392,150,60.24816176,145,58.23988971,140,56.23161765
54.1,22.2,1.20102,0.137984496,57.16325581,91.93722076,3.183216,91.93722075,2.900091279,1201.02,1.20102,54.4,2.45045045,1.104184409,150,61.21323529,145,59.17279412,140,57.13235294
54.1,21.85,1.182085,0.124475524,56.81979021,90.24527197,3.183216,90.24527198,2.878538506,1182.085,1.182085,54.4,2.489702517,1.066775823,150,60.24816176,145,58.23988971,140,56.23161765
53.65,22.18,1.189957,0.130498534,56.54445748,88.88895309,3.183216,88.88895309,2.878538506,1189.957,1.189957,54.4,2.452660054,1.05774032,150,61.15808824,145,59.11948529,140,57.08088235
53.65,21.83,1.1711795,0.058588549,54.92898802,80.93097545,3.183216,80.93097543,2.924644078,1171.1795,1.1711795,54.4,2.491983509,0.947846994,150,60.19301471,145,58.18658088,140,56.18014706
54.1,21.83,1.181003,0.124128312,56.80972106,90.19567025,3.183216,90.19567026,2.851886171,1181.003,1.181003,54.4,2.491983509,1.065213572,150,60.19301471,145,58.18658088,140,56.18014706
54.1,22.2,1.20102,0.130882353,57.00558824,91.16053318,3.183216,91.16053318,3.129579158,1201.02,1.20102,54.4,2.45045045,1.094856236,150,61.21323529,145,59.17279412,140,57.13235294
53.65,22.18,1.189957,0.064516129,55.08096774,81.67964405,3.183216,81.67964405,2.56727713,1189.957,1.189957,54.4,2.452660054,0.971952642,150,61.15808824,145,59.11948529,140,57.08088235
54.1,22.2,1.20102,0.130882353,57.00558824,91.16053318,3.183216,91.16053318,2.878538506,1201.02,1.20102,54.4,2.45045045,1.094856236,150,61.21323529,145,59.17279412,140,57.13235294
54.1,21.83,1.181003,0.187150838,58.18550279,96.97292016,3.183216,96.97292015,2.871123007,1181.003,1.181003,54.4,2.491983509,1.145253096,150,60.19301471,145,58.18658088,140,56.18014706
54.1,21.83,1.181003,0.124128312,56.80972106,90.19567025,3.183216,90.19567026,2.926560321,1181.003,1.181003,54.4,2.491983509,1.065213572,150,60.19301471,145,58.18658088,140,56.18014706
54.1,22.2,1.20102,0.130882353,57.00558824,91.16053318,3.183216,91.16053318,2.901836678,1201.02,1.20102,54.4,2.45045045,1.094856236,150,61.21323529,145,59.17279412,140,57.13235294
54.1,22.2,1.20102,0.130882353,57.00558824,91.16053318,3.183216,91.16053318,2.871123007,1201.02,1.20102,54.4,2.45045045,1.094856236,150,61.21323529,145,59.17279412,140,57.13235294
53.65,22.2,1.19103,0.064705882,55.08647059,81.70675167,3.183216,81.70675166,2.878538506,1191.03,1.19103,54.4,2.45045045,0.973151924,150,61.21323529,145,59.17279412,140,57.13235294
54.1,21.85,1.182085,0.130882353,56.95977941,90.93487395,3.183216,90.93487395,2.926560321,1182.085,1.182085,54.4,2.489702517,1.074927505,150,60.24816176,145,58.23988971,140,56.23161765
54.1,22.18,1.199938,0.123955432,56.84933148,90.39079545,3.183216,90.39079544,2.871123007,1199.938,1.199938,54.4,2.452660054,1.084633503,150,61.15808824,145,59.11948529,140,57.08088235
54.1,21.83,1.181003,0.145424837,57.27462418,92.48583341,3.183216,92.48583342,2.956799579,1181.003,1.181003,54.4,2.491983509,1.092260467,150,60.19301471,145,58.18658088,140,56.18014706
54.1,21.85,1.182085,0.1188251,56.69632844,89.6370859,3.183216,89.63708589,2.924644078,1182.085,1.182085,54.4,2.489702517,1.059586547,150,60.24816176,145,58.23988971,140,56.23161765
54.1,22.2,1.20102,0.137984496,57.16325581,91.93722076,3.183216,91.93722075,3.132207062,1201.02,1.20102,54.4,2.45045045,1.104184409,150,61.21323529,145,59.17279412,140,57.13235294
53.65,22.2,1.19103,0.064705882,55.08647059,81.70675167,3.183216,81.70675166,2.924644078,1191.03,1.19103,54.4,2.45045045,0.973151924,150,61.21323529,145,59.17279412,140,57.13235294
54.1,22.2,1.20102,0.13107511,57.00986745,91.18161306,3.183216,91.18161306,2.924644078,1201.02,1.20102,54.4,2.45045045,1.095109409,150,61.21323529,145,59.17279412,140,57.13235294
53.65,21.83,1.1711795,0.058588549,54.92898802,80.93097545,3.183216,80.93097543,2.822365222,1171.1795,1.1711795,54.4,2.491983509,0.947846994,150,60.19301471,145,58.18658088,140,56.18014706
53.65,22.18,1.189957,0.064516129,55.08096774,81.67964405,3.183216,81.67964405,2.926560321,1189.957,1.189957,54.4,2.452660054,0.971952642,150,61.15808824,145,59.11948529,140,57.08088235
54.1,21.83,1.181003,0.124128312,56.80972106,90.19567025,3.183216,90.19567026,3.121391876,1181.003,1.181003,54.4,2.491983509,1.065213572,150,60.19301471,145,58.18658088,140,56.18014706
54.1,22.18,1.199938,0.130498534,56.99445748,91.10570186,3.183216,91.10570188,2.872701937,1199.938,1.199938,54.4,2.452660054,1.093211937,150,61.15808824,145,59.11948529,140,57.08088235
54.1,22.18,1.199938,0.130690162,56.99870778,91.12663932,3.183216,91.12663932,2.600039498,1199.938,1.199938,54.4,2.452660054,1.093463173,150,61.15808824,145,59.11948529,140,57.08088235
53.65,22.18,1.189957,0.068006182,55.15837713,82.06097106,3.183216,82.06097107,2.926560321,1189.957,1.189957,54.4,2.452660054,0.976490269,150,61.15808824,145,59.11948529,140,57.08088235
53.65,21.85,1.1722525,0.064705882,55.06382353,81.5951898,3.183216,81.5951898,2.926560321,1172.2525,1.1722525,54.4,2.489702517,0.956501652,150,60.24816176,145,58.23988971,140,56.23161765
54.1,22.2,1.20102,0.130882353,57.00558824,91.16053318,3.183216,91.16053318,2.894653457,1201.02,1.20102,54.4,2.45045045,1.094856236,150,61.21323529,145,59.17279412,140,57.13235294
54.1,22.18,1.199938,0.124301676,56.85701117,90.42862647,3.183216,90.42862646,2.871123007,1199.938,1.199938,54.4,2.452660054,1.085087452,150,61.15808824,145,59.11948529,140,57.08088235
54.1,21.83,1.181003,0.124128312,56.80972106,90.19567025,3.183216,90.19567026,2.871716453,1181.003,1.181003,54.4,2.491983509,1.065213572,150,60.19301471,145,58.18658088,140,56.18014706
54.1,21.83,1.181003,0.130498534,56.94878299,90.88070439,3.183216,90.88070439,2.871123007,1181.003,1.181003,54.4,2.491983509,1.073303845,150,60.19301471,145,58.18658088,140,56.18014706
53.65,22.18,1.189957,0.064516129,55.08096774,81.67964405,3.183216,81.67964405,2.900757763,1189.957,1.189957,54.4,2.452660054,0.971952642,150,61.15808824,145,59.11948529,140,57.08088235
54.1,21.85,1.182085,0.124475524,56.81979021,90.24527197,3.183216,90.24527198,2.901836678,1182.085,1.182085,54.4,2.489702517,1.066775823,150,60.24816176,145,58.23988971,140,56.23161765
53.65,22.18,1.189957,0.064516129,55.08096774,81.67964405,3.183216,81.67964405,2.900091279,1189.957,1.189957,54.4,2.452660054,0.971952642,150,61.15808824,145,59.11948529,140,57.08088235
54.1,22.2,1.20102,0.137984496,57.16325581,91.93722076,3.183216,91.93722075,3.132207062,1201.02,1.20102,54.4,2.45045045,1.104184409,150,61.21323529,145,59.17279412,140,57.13235294
54.1,22.18,1.199938,0.207109737,58.69369397,99.47632499,3.183216,99.47632498,2.901836678,1199.938,1.199938,54.4,2.452660054,1.193654225,150,61.15808824,145,59.11948529,140,57.08088235
54.1,22.18,1.199938,0.13755796,57.15103555,91.87702241,3.183216,91.87702242,2.931228339,1199.938,1.199938,54.4,2.452660054,1.102467305,150,61.15808824,145,59.11948529,140,57.08088235
53.65,21.83,1.1711795,0.118508655,56.23704394,87.3746007,3.183216,87.37460069,2.600039498,1171.1795,1.1711795,54.4,2.491983509,1.023313412,150,60.19301471,145,58.18658088,140,56.18014706
54.1,21.85,1.182085,0.12464986,56.82359944,90.26403665,3.183216,90.26403665,2.576927525,1182.085,1.182085,54.4,2.489702517,1.066997638,150,60.24816176,145,58.23988971,140,56.23161765
54.1,21.83,1.181003,0.130498534,56.94878299,90.88070439,3.183216,90.88070439,2.873299257,1181.003,1.181003,54.4,2.491983509,1.073303845,150,60.19301471,145,58.18658088,140,56.18014706
54.1,22.5,1.21725,0.217886179,59.00243902,100.9972366,3.183216,100.9972366,3.118795688,1217.25,1.21725,54.4,2.417777778,1.229388863,150,62.04044118,145,59.97242647,140,57.90441176
53.65,21.85,1.1722525,0.064705882,55.06382353,81.5951898,3.183216,81.5951898,2.924644078,1172.2525,1.1722525,54.4,2.489702517,0.956501652,150,60.24816176,145,58.23988971,140,56.23161765
54.1,22.18,1.199938,0.196480938,58.45794721,98.31501091,3.183216,98.31501092,2.900091279,1199.938,1.199938,54.4,2.452660054,1.179719176,150,61.15808824,145,59.11948529,140,57.08088235
54.1,22.18,1.199938,0.13755796,57.15103555,91.87702241,3.183216,91.87702242,2.5864987,1199.938,1.199938,54.4,2.452660054,1.102467305,150,61.15808824,145,59.11948529,140,57.08088235
54.1,21.83,1.181003,0.124128312,56.80972106,90.19567025,3.183216,90.19567026,2.600368996,1181.003,1.181003,54.4,2.491983509,1.065213572,150,60.19301471,145,58.18658088,140,56.18014706
53.65,21.83,1.1711795,0.061366806,54.98963738,81.22974078,3.183216,81.22974077,2.85334206,1171.1795,1.1711795,54.4,2.491983509,0.951346072,150,60.19301471,145,58.18658088,140,56.18014706
53.65,21.83,1.1711795,0.061366806,54.98963738,81.22974078,3.183216,81.22974077,2.613125317,1171.1795,1.1711795,54.4,2.491983509,0.951346072,150,60.19301471,145,58.18658088,140,56.18014706
54.1,21.85,1.182085,0.124475524,56.81979021,90.24527197,3.183216,90.24527198,2.924644078,1182.085,1.182085,54.4,2.489702517,1.066775823,150,60.24816176,145,58.23988971,140,56.23161765
54.1,21.83,1.181003,0.124128312,56.80972106,90.19567025,3.183216,90.19567026,2.900091279,1181.003,1.181003,54.4,2.491983509,1.065213572,150,60.19301471,145,58.18658088,140,56.18014706
54.1,22.2,1.20102,0.130882353,57.00558824,91.16053318,3.183216,91.16053318,3.085964007,1201.02,1.20102,54.4,2.45045045,1.094856236,150,61.21323529,145,59.17279412,140,57.13235294
54.1,21.85,1.182085,0.124475524,56.81979021,90.24527197,3.183216,90.24527198,2.900091279,1182.085,1.182085,54.4,2.489702517,1.066775823,150,60.24816176,145,58.23988971,140,56.23161765
54.1,21.85,1.182085,0.130882353,56.95977941,90.93487395,3.183216,90.93487395,2.5864987,1182.085,1.182085,54.4,2.489702517,1.074927505,150,60.24816176,145,58.23988971,140,56.23161765
53.65,21.83,1.1711795,0.124128312,56.35972106,87.97892148,3.183216,87.97892147,2.894653457,1171.1795,1.1711795,54.4,2.491983509,1.030391093,150,60.19301471,145,58.18658088,140,56.18014706
54.1,22.2,1.20102,0.137984496,57.16325581,91.93722076,3.183216,91.93722075,2.585718105,1201.02,1.20102,54.4,2.45045045,1.104184409,150,61.21323529,145,59.17279412,140,57.13235294
54.1,21.85,1.182085,0.187412587,58.19496503,97.01953219,3.183216,97.0195322,2.872701937,1182.085,1.182085,54.4,2.489702517,1.146853337,150,60.24816176,145,58.23988971,140,56.23161765
54.1,21.83,1.181003,0.186889819,58.17980474,96.94485095,3.183216,96.94485096,2.872701937,1181.003,1.181003,54.4,2.491983509,1.144921598,150,60.19301471,145,58.18658088,140,56.18014706
54.1,21.83,1.181003,0.124128312,56.80972106,90.19567025,3.183216,90.19567026,2.900757763,1181.003,1.181003,54.4,2.491983509,1.065213572,150,60.19301471,145,58.18658088,140,56.18014706
54.1,21.83,1.181003,0.187150838,58.18550279,96.97292016,3.183216,96.97292015,2.926560321,1181.003,1.181003,54.4,2.491983509,1.145253096,150,60.19301471,145,58.18658088,140,56.18014706
54.1,21.85,1.182085,0.124475524,56.81979021,90.24527197,3.183216,90.24527198,2.924644078,1182.085,1.182085,54.4,2.489702517,1.066775823,150,60.24816176,145,58.23988971,140,56.23161765
54.1,22.18,1.199938,0.186629526,58.2394429,97.23863496,3.183216,97.23863495,2.852257834,1199.938,1.199938,54.4,2.452660054,1.166803332,150,61.15808824,145,59.11948529,140,57.08088235
54.1,22.2,1.20102,0.130882353,57.00558824,91.16053318,3.183216,91.16053318,2.926560321,1201.02,1.20102,54.4,2.45045045,1.094856236,150,61.21323529,145,59.17279412,140,57.13235294
54.1,21.83,1.181003,0.196480938,58.38917889,97.97625067,3.183216,97.97625068,2.872701937,1181.003,1.181003,54.4,2.491983509,1.15710246,150,60.19301471,145,58.18658088,140,56.18014706
54.1,21.85,1.182085,0.130882353,56.95977941,90.93487395,3.183216,90.93487395,2.829527377,1182.085,1.182085,54.4,2.489702517,1.074927505,150,60.24816176,145,58.23988971,140,56.23161765
54.1,22.18,1.199938,0.124301676,56.85701117,90.42862647,3.183216,90.42862646,2.576207759,1199.938,1.199938,54.4,2.452660054,1.085087452,150,61.15808824,145,59.11948529,140,57.08088235
54.1,22.18,1.199938,0.13755796,57.15103555,91.87702241,3.183216,91.87702242,2.871123007,1199.938,1.199938,54.4,2.452660054,1.102467305,150,61.15808824,145,59.11948529,140,57.08088235
54.1,22.2,1.20102,0.197058824,58.47470588,98.39756592,3.183216,98.39756592,2.901836678,1201.02,1.20102,54.4,2.45045045,1.181774446,150,61.21323529,145,59.17279412,140,57.13235294
54.1,22.18,1.199938,0.124301676,56.85701117,90.42862647,3.183216,90.42862646,2.600039498,1199.938,1.199938,54.4,2.452660054,1.085087452,150,61.15808824,145,59.11948529,140,57.08088235
53.65,21.83,1.1711795,0.061366806,54.98963738,81.22974078,3.183216,81.22974077,2.901836678,1171.1795,1.1711795,54.4,2.491983509,0.951346072,150,60.19301471,145,58.18658088,140,56.18014706
54.1,22.2,1.20102,0.130882353,57.00558824,91.16053318,3.183216,91.16053318,3.08685751,1201.02,1.20102,54.4,2.45045045,1.094856236,150,61.21323529,145,59.17279412,140,57.13235294
53.65,21.85,1.1722525,0.124475524,56.36979021,88.0285232,3.183216,88.0285232,2.871123007,1172.2525,1.1722525,54.4,2.489702517,1.031916564,150,60.24816176,145,58.23988971,140,56.23161765
54.1,22.18,1.199938,0.124301676,56.85701117,90.42862647,3.183216,90.42862646,2.901836678,1199.938,1.199938,54.4,2.452660054,1.085087452,150,61.15808824,145,59.11948529,140,57.08088235
53.65,22.18,1.189957,0.064516129,55.08096774,81.67964405,3.183216,81.67964405,2.901836678,1189.957,1.189957,54.4,2.452660054,0.971952642,150,61.15808824,145,59.11948529,140,57.08088235
54.1,21.83,1.181003,0.130498534,56.94878299,90.88070439,3.183216,90.88070439,2.600902392,1181.003,1.181003,54.4,2.491983509,1.073303845,150,60.19301471,145,58.18658088,140,56.18014706
53.65,21.83,1.1711795,0.058588549,54.92898802,80.93097545,3.183216,80.93097543,2.894653457,1171.1795,1.1711795,54.4,2.491983509,0.947846994,150,60.19301471,145,58.18658088,140,56.18014706
54.1,21.85,1.182085,0.124475524,56.81979021,90.24527197,3.183216,90.24527198,2.877334263,1182.085,1.182085,54.4,2.489702517,1.066775823,150,60.24816176,145,58.23988971,140,56.23161765
54.1,21.83,1.181003,0.124128312,56.80972106,90.19567025,3.183216,90.19567026,2.944023847,1181.003,1.181003,54.4,2.491983509,1.065213572,150,60.19301471,145,58.18658088,140,56.18014706
54.1,21.83,1.181003,0.196480938,58.38917889,97.97625067,3.183216,97.97625068,2.85334206,1181.003,1.181003,54.4,2.491983509,1.15710246,150,60.19301471,145,58.18658088,140,56.18014706
54.1,21.85,1.182085,0.124475524,56.81979021,90.24527197,3.183216,90.24527198,2.926560321,1182.085,1.182085,54.4,2.489702517,1.066775823,150,60.24816176,145,58.23988971,140,56.23161765
54.1,21.85,1.182085,0.130882353,56.95977941,90.93487395,3.183216,90.93487395,2.600902392,1182.085,1.182085,54.4,2.489702517,1.074927505,150,60.24816176,145,58.23988971,140,56.23161765
54.1,22.2,1.20102,0.197058824,58.47470588,98.39756592,3.183216,98.39756592,2.902507696,1201.02,1.20102,54.4,2.45045045,1.181774446,150,61.21323529,145,59.17279412,140,57.13235294
54.1,22.18,1.199938,0.13755796,57.15103555,91.87702241,3.183216,91.87702242,2.576207759,1199.938,1.199938,54.4,2.452660054,1.102467305,150,61.15808824,145,59.11948529,140,57.08088235
54.1,22.2,1.20102,0.130882353,57.00558824,91.16053318,3.183216,91.16053318,2.600039498,1201.02,1.20102,54.4,2.45045045,1.094856236,150,61.21323529,145,59.17279412,140,57.13235294
54.1,21.83,1.181003,0.124301676,56.81350559,90.21431323,3.183216,90.21431323,2.871123007,1181.003,1.181003,54.4,2.491983509,1.065433746,150,60.19301471,145,58.18658088,140,56.18014706
53.65,22.18,1.189957,0.064516129,55.08096774,81.67964405,3.183216,81.67964405,2.900091279,1189.957,1.189957,54.4,2.452660054,0.971952642,150,61.15808824,145,59.11948529,140,57.08088235
54.1,21.85,1.182085,0.113375796,56.57726115,89.05054752,3.183216,89.05054753,2.900757763,1182.085,1.182085,54.4,2.489702517,1.052653165,150,60.24816176,145,58.23988971,140,56.23161765
54.1,22.2,1.20102,0.137984496,57.16325581,91.93722076,3.183216,91.93722075,2.612177961,1201.02,1.20102,54.4,2.45045045,1.104184409,150,61.21323529,145,59.17279412,140,57.13235294
54.1,21.83,1.181003,0.130498534,56.94878299,90.88070439,3.183216,90.88070439,2.597351137,1181.003,1.181003,54.4,2.491983509,1.073303845,150,60.19301471,145,58.18658088,140,56.18014706
54.1,22.18,1.199938,0.130498534,56.99445748,91.10570186,3.183216,91.10570188,2.901836678,1199.938,1.199938,54.4,2.452660054,1.093211937,150,61.15808824,145,59.11948529,140,57.08088235
54.1,21.83,1.181003,0.118508655,56.68704394,89.59134947,3.183216,89.59134947,2.878538506,1181.003,1.181003,54.4,2.491983509,1.058076525,150,60.19301471,145,58.18658088,140,56.18014706
54.1,21.83,1.181003,0.130498534,56.94878299,90.88070439,3.183216,90.88070439,2.871123007,1181.003,1.181003,54.4,2.491983509,1.073303845,150,60.19301471,145,58.18658088,140,56.18014706
54.1,21.83,1.181003,0.124128312,56.80972106,90.19567025,3.183216,90.19567026,2.892929123,1181.003,1.181003,54.4,2.491983509,1.065213572,150,60.19301471,145,58.18658088,140,56.18014706
54.1,22.18,1.199938,0.123955432,56.84933148,90.39079545,3.183216,90.39079544,2.600039498,1199.938,1.199938,54.4,2.452660054,1.084633503,150,61.15808824,145,59.11948529,140,57.08088235
54.1,21.83,1.181003,0.130498534,56.94878299,90.88070439,3.183216,90.88070439,2.872701937,1181.003,1.181003,54.4,2.491983509,1.073303845,150,60.19301471,145,58.18658088,140,56.18014706
53.65,21.85,1.1722525,0.06162465,54.9964986,81.2635399,3.183216,81.26353989,2.600039498,1172.2525,1.1722525,54.4,2.489702517,0.952613878,150,60.24816176,145,58.23988971,140,56.23161765
54.1,21.85,1.182085,0.124475524,56.81979021,90.24527197,3.183216,90.24527198,2.926560321,1182.085,1.182085,54.4,2.489702517,1.066775823,150,60.24816176,145,58.23988971,140,56.23161765
54.1,22.2,1.20102,0.207751938,58.71209302,99.56696071,3.183216,99.56696071,3.166546293,1201.02,1.20102,54.4,2.45045045,1.195819112,150,61.21323529,145,59.17279412,140,57.13235294
54.1,21.85,1.182085,0.124475524,56.81979021,90.24527197,3.183216,90.24527198,2.924644078,1182.085,1.182085,54.4,2.489702517,1.066775823,150,60.24816176,145,58.23988971,140,56.23161765
54.1,22.18,1.199938,0.130498534,56.99445748,91.10570186,3.183216,91.10570188,2.781322269,1199.938,1.199938,54.4,2.452660054,1.093211937,150,61.15808824,145,59.11948529,140,57.08088235
54.1,22.2,1.20102,0.130882353,57.00558824,91.16053318,3.183216,91.16053318,2.873299257,1201.02,1.20102,54.4,2.45045045,1.094856236,150,61.21323529,145,59.17279412,140,57.13235294
54.1,21.85,1.182085,0.12464986,56.82359944,90.26403665,3.183216,90.26403665,2.892929123,1182.085,1.182085,54.4,2.489702517,1.066997638,150,60.24816176,145,58.23988971,140,56.23161765
53.65,22.18,1.189957,0.130498534,56.54445748,88.88895309,3.183216,88.88895309,3.214960195,1189.957,1.189957,54.4,2.452660054,1.05774032,150,61.15808824,145,59.11948529,140,57.08088235
54.1,22.2,1.20102,0.207751938,58.71209302,99.56696071,3.183216,99.56696071,2.597351137,1201.02,1.20102,54.4,2.45045045,1.195819112,150,61.21323529,145,59.17279412,140,57.13235294
53.65,22.2,1.19103,0.064705882,55.08647059,81.70675167,3.183216,81.70675166,3.129579158,1191.03,1.19103,54.4,2.45045045,0.973151924,150,61.21323529,145,59.17279412,140,57.13235294
53.65,22.2,1.19103,0.137984496,56.71325581,89.72047199,3.183216,89.720472,2.924644078,1191.03,1.19103,54.4,2.45045045,1.068597738,150,61.21323529,145,59.17279412,140,57.13235294
53.65,21.83,1.1711795,0.061366806,54.98963738,81.22974078,3.183216,81.22974077,2.871123007,1171.1795,1.1711795,54.4,2.491983509,0.951346072,150,60.19301471,145,58.18658088,140,56.18014706
54.1,21.83,1.181003,0.124128312,56.80972106,90.19567025,3.183216,90.19567026,2.585718105,1181.003,1.181003,54.4,2.491983509,1.065213572,150,60.19301471,145,58.18658088,140,56.18014706
54.1,21.85,1.182085,0.124475524,56.81979021,90.24527197,3.183216,90.24527198,2.585718105,1182.085,1.182085,54.4,2.489702517,1.066775823,150,60.24816176,145,58.23988971,140,56.23161765
53.65,21.83,1.1711795,0.130498534,56.49878299,88.66395562,3.183216,88.66395563,2.872701937,1171.1795,1.1711795,54.4,2.491983509,1.038414072,150,60.19301471,145,58.18658088,140,56.18014706
54.1,21.83,1.181003,0.196480938,58.38917889,97.97625067,3.183216,97.97625068,2.871123007,1181.003,1.181003,54.4,2.491983509,1.15710246,150,60.19301471,145,58.18658088,140,56.18014706
54.1,21.85,1.182085,0.124475524,56.81979021,90.24527197,3.183216,90.24527198,2.901836678,1182.085,1.182085,54.4,2.489702517,1.066775823,150,60.24816176,145,58.23988971,140,56.23161765
54.1,22.2,1.20102,0.12464986,56.86722689,90.4789502,3.183216,90.47895019,2.872701937,1201.02,1.20102,54.4,2.45045045,1.086670288,150,61.21323529,145,59.17279412,140,57.13235294
54.1,21.85,1.182085,0.130882353,56.95977941,90.93487395,3.183216,90.93487395,2.894653457,1182.085,1.182085,54.4,2.489702517,1.074927505,150,60.24816176,145,58.23988971,140,56.23161765
54.1,21.85,1.182085,0.130882353,56.95977941,90.93487395,3.183216,90.93487395,2.800559105,1182.085,1.182085,54.4,2.489702517,1.074927505,150,60.24816176,145,58.23988971,140,56.23161765
54.1,21.85,1.182085,0.187412587,58.19496503,97.01953219,3.183216,97.0195322,2.926560321,1182.085,1.182085,54.4,2.489702517,1.146853337,150,60.24816176,145,58.23988971,140,56.23161765
54.1,22.2,1.20102,0.137770898,57.15851393,91.91386173,3.183216,91.91386174,3.088341272,1201.02,1.20102,54.4,2.45045045,1.103903862,150,61.21323529,145,59.17279412,140,57.13235294
53.65,22.2,1.19103,0.064705882,55.08647059,81.70675167,3.183216,81.70675166,3.085964007,1191.03,1.19103,54.4,2.45045045,0.973151924,150,61.21323529,145,59.17279412,140,57.13235294
54.1,21.83,1.181003,0.124128312,56.80972106,90.19567025,3.183216,90.19567026,2.871123007,1181.003,1.181003,54.4,2.491983509,1.065213572,150,60.19301471,145,58.18658088,140,56.18014706
53.65,21.83,1.1711795,0.061366806,54.98963738,81.22974078,3.183216,81.22974077,3.08685751,1171.1795,1.1711795,54.4,2.491983509,0.951346072,150,60.19301471,145,58.18658088,140,56.18014706
54.1,22.2,1.20102,0.219312602,58.96873977,100.8312304,3.183216,100.8312304,2.872701937,1201.02,1.20102,54.4,2.45045045,1.211003243,150,61.21323529,145,59.17279412,140,57.13235294
54.1,21.83,1.181003,0.130498534,56.94878299,90.88070439,3.183216,90.88070439,3.095315786,1181.003,1.181003,54.4,2.491983509,1.073303845,150,60.19301471,145,58.18658088,140,56.18014706
54.1,21.83,1.181003,0.124128312,56.80972106,90.19567025,3.183216,90.19567026,2.901836678,1181.003,1.181003,54.4,2.491983509,1.065213572,150,60.19301471,145,58.18658088,140,56.18014706
53.65,21.85,1.1722525,0.061538462,54.99461538,81.25426298,3.183216,81.25426298,3.118795688,1172.2525,1.1722525,54.4,2.489702517,0.952505129,150,60.24816176,145,58.23988971,140,56.23161765
53.65,21.83,1.1711795,0.130498534,56.49878299,88.66395562,3.183216,88.66395563,2.894653457,1171.1795,1.1711795,54.4,2.491983509,1.038414072,150,60.19301471,145,58.18658088,140,56.18014706
54.1,22.18,1.199938,0.130498534,56.99445748,91.10570186,3.183216,91.10570188,2.878538506,1199.938,1.199938,54.4,2.452660054,1.093211937,150,61.15808824,145,59.11948529,140,57.08088235
54.1,21.85,1.182085,0.197058824,58.40573529,98.05780933,3.183216,98.05780933,2.924644078,1182.085,1.182085,54.4,2.489702517,1.159126655,150,60.24816176,145,58.23988971,140,56.23161765
54.1,21.85,1.182085,0.130882353,56.95977941,90.93487395,3.183216,90.93487395,3.132207062,1182.085,1.182085,54.4,2.489702517,1.074927505,150,60.24816176,145,58.23988971,140,56.23161765
54.1,22.18,1.199938,0.207109737,58.69369397,99.47632499,3.183216,99.47632498,2.878538506,1199.938,1.199938,54.4,2.452660054,1.193654225,150,61.15808824,145,59.11948529,140,57.08088235
